id	cluster_size
NC_000913.3_1896	1
NC_000913.3_62	1
NC_000913.3_2290	1
NC_000913.3_1794	1
NC_000913.3_3154	1
NC_000913.3_553	1
NC_000913.3_3381	3
NC_000913.3_1760	1
NC_000913.3_750	1
NC_000913.3_1355	1
NC_000913.3_404	1
NC_000913.3_3314	1
NC_000913.3_3336	2
NC_000913.3_1408	1
NC_000913.3_3188	1
NC_000913.3_1173	1
NC_000913.3_3998	1
NC_000913.3_2797	33
NC_000913.3_2189	1
NC_000913.3_2996	1
NC_000913.3_1933	1
NC_000913.3_416	1
NC_000913.3_810	1
NC_000913.3_4301	1
NC_000913.3_754	1
NC_000913.3_1857	2
NC_000913.3_691	1
NC_000913.3_2677	3
NC_000913.3_2141	2
NC_000913.3_1400	1
NC_000913.3_1605	1
NC_000913.3_563	1
NC_000913.3_2092	1
NC_000913.3_2574	1
NC_000913.3_3541	1
NC_000913.3_3911	1
NC_000913.3_1104	1
NC_000913.3_2460	1
NC_000913.3_500	1
NC_000913.3_2742	1
NC_000913.3_1944	1
NC_000913.3_1919	4
NC_000913.3_1773	15
NC_000913.3_226	1
NC_000913.3_3624	1
NC_000913.3_1079	1
NC_000913.3_1503	2
NC_000913.3_2352	1
NC_000913.3_1282	1
NC_000913.3_3814	1
NC_000913.3_4316	1
NC_000913.3_585	1
NC_000913.3_2820	1
NC_000913.3_1484	1
NC_000913.3_418	1
NC_000913.3_3919	1
NC_000913.3_2012	1
